17.2132884799	151955.406426
11.0528189	2124.36934343
11.2915787133	2506.70883154
11.7288859078	3394.27069014
10.5987817824	1550.78372297
10.7674948803	1743.16676506
11.2545382625	2443.16953515
10.4160512233	1366.29303554
11.3179600192	2552.96849554
11.1671166947	2299.51946512
10.9562663292	1986.84874137
10.8490054074	1844.4889201
10.4799647892	1428.18265732
10.9804539366	2020.44019993
10.8300487706	1820.41134941
11.160720879	2289.34770335
11.2800588703	2486.77259584
10.4425891176	1391.65811624
9.66938111271	814.279974625
11.4450309514	2788.03112393
10.3716675538	1324.89981286
11.2043202572	2359.58962778
10.225295945	1197.07343711
10.0902654843	1090.11565113
10.8665125462	1867.00819685
11.1759382323	2313.62323756
10.0331810282	1047.82424086
11.1518476941	2275.31045812
10.3743077856	1327.32669121
11.2982355486	2518.30192927
10.1379800641	1126.77212553
10.1117824658	1106.49595809
9.7017949714	832.781939676
11.0198967803	2076.44044731
10.4908960105	1439.04501885
10.4924902274	1440.63608134
11.010992466	2063.66412446
10.9217581498	1939.88867864
10.7821462077	1760.95973647
10.6020595466	1554.31106722
11.3430321285	2597.72343587
10.8349568056	1826.61491791
11.1917351247	2339.09562178
9.81310854161	899.580477147
10.1904047773	1168.46983697
9.25640266832	611.582225706
11.300972827	2523.08453198
10.1157452338	1109.53943866
10.9704275007	2006.44723358
11.1988961026	2350.73484659
10.7098499482	1674.88920508
11.042783607	2109.64364321
9.93391673619	978.153272013
10.0700383982	1074.93849378
10.6103527086	1563.27157029
11.0201149121	2076.75442355
10.5832752024	1534.20462733
10.5967198116	1548.56884965
10.620275512	1574.0607559
11.0636708481	2140.40909361
11.6099653239	3125.7037308
10.8993694041	1910.01652398
9.21271346496	593.339271994
10.2586588681	1225.07882854
9.62617686855	790.256325907
10.7433665129	1714.25559182
10.531470226	1480.09106356
9.9650920806	999.520315791
10.741069489	1711.52836756
11.1943770107	2343.38293504
10.2808069802	1244.03122343
9.99584288802	1021.05360083
10.6564714171	1614.05208239
10.1834398037	1162.84234953
11.8554299599	3705.44208207
10.0028182932	1026.00233095
11.3791151258	2663.51395771
10.3317591693	1288.75219486
10.9946047911	2040.35545095
10.7826631372	1761.59081591
10.4264535149	1376.18004573
9.44731153195	698.11046688
11.3832434982	2671.1467042
10.3988189735	1350.07044647
10.9610829798	1993.49321511
10.6926580148	1655.04877002
10.9236381535	1942.41823279
11.3232339938	2562.31831035
10.8441581585	1838.30210053
10.6061484585	1558.72257185
10.8871175513	1893.8647001
11.004177888	2053.93938114
11.9387021242	3925.61268807
10.8586500281	1856.86089794
9.82908265825	909.596352164
10.2236700494	1195.72511333
10.204458134	1179.90757098
11.3495022555	2609.39973993
10.963080295	1996.25498507
11.4779745986	2852.4276895
10.8854458763	1891.67151812
10.4475342862	1396.43652893
11.4377998683	2774.09190311
10.322690871	1280.67693554
11.1364094786	2251.09227212
10.8528004235	1849.34724401
10.8514781063	1847.65298206
10.8596754493	1858.18116404
11.2618032728	2455.50368585
11.252134843	2439.10279018
9.49379328778	720.968934913
10.755739693	1729.02102024
11.023777204	2082.03297681
11.6418897633	3195.64129769
11.1249949339	2233.35199392
10.7233803181	1690.67110658
10.8018823129	1785.21524062
10.3653844847	1319.14229912
10.5657951384	1515.7279697
11.3451368	2601.51588294
10.9325999141	1954.52173691
10.5420746151	1491.01041011
11.5011250466	2898.56886487
10.8386824966	1831.33815987
11.1647990833	2295.82837734
10.5846532031	1535.67073418
11.0929270431	2184.25721869
10.643752385	1599.88488091
